BOTSWANA,BOTSWANA,FRANCISTOWN,0
WESTERN CAPE,CAPE TOWN,SURREY,7764
WESTERN CAPE,CAPE TOWN,SURWELL,7762
WESTERN CAPE,CAPE TOWN,SWAANSWYK RD,8001
WESTERN CAPE,CAPE TOWN,SWEET VALLEY,7945
WESTERN CAPE,CAPE TOWN,SYBRAND PARK,7700
WESTERN CAPE,CAPE TOWN,TABLE MOUNTAIN,8001
WESTERN CAPE,CAPE TOWN,TAFELSIG,7500
WESTERN CAPE,CAPE TOWN,TAMBOERSKLOOF,8001
WESTERN CAPE,CAPE TOWN,THE DOWNS,7764
WESTERN CAPE,CAPE TOWN,THE RIDGE,7441
WESTERN CAPE,CAPE TOWN,THE SHIRES,7945
WESTERN CAPE,CAPE TOWN,THE VINES ESTATE,7800
WESTERN CAPE,CAPE TOWN,THIBAULT,8001
WESTERN CAPE,CAPE TOWN,THOMASVILLE ESTATE,7405
WESTERN CAPE,CAPE TOWN,THORNHILL ESTATE,7764
WESTERN CAPE,CAPE TOWN,THREE ANCHOR BAY,8005
WESTERN CAPE,CAPE TOWN,TIMOUR HALL ESTATE,7800
WESTERN CAPE,CAPE TOWN,TOKAI,7945
WESTERN CAPE,CAPE TOWN,TORONGO ESTATE,7441
WESTERN CAPE,CAPE TOWN,TRAWALA,7800
WESTERN CAPE,CAPE TOWN,TRELAWNEY,7800
WESTERN CAPE,CAPE TOWN,TROVATO,7700
WESTERN CAPE,CAPE TOWN,TURFHALL ESTATE,7780
WESTERN CAPE,CAPE TOWN,TUSSENDAL,7974
WESTERN CAPE,CAPE TOWN,UNIVERSITY ESTATE,7925
WESTERN CAPE,CAPE TOWN,UPPER WYNBERG,7800
WESTERN CAPE,CAPE TOWN,V & A WATERFRONT,8002
WESTERN CAPE,CAPE TOWN,VALHALLA PARK,7490
WESTERN CAPE,CAPE TOWN,VALKENBERG,7925
WESTERN CAPE,CAPE TOWN,VALLEY ESTATE,7800
WESTERN CAPE,CAPE TOWN,VANGUARD ESTATE,7764
WESTERN CAPE,CAPE TOWN,VANGUARD,7764
WESTERN CAPE,CAPE TOWN,VIEWCREST,7764
WESTERN CAPE,CAPE TOWN,VITA NOVA ESTATE,7945
WESTERN CAPE,CAPE TOWN,VLAEBERG,8018
WESTERN CAPE,CAPE TOWN,VREDEHOEK,8001
WESTERN CAPE,CAPE TOWN,WAKEFIELD ESTATE,7764
WESTERN CAPE,CAPE TOWN,WALLOON ESTATE,8001
WESTERN CAPE,CAPE TOWN,WALMER ESTATE,7925
WESTERN CAPE,CAPE TOWN,WARREN LEA,7700
WESTERN CAPE,CAPE TOWN,WATERKANT,8001
WESTERN CAPE,CAPE TOWN,WELCOME ESTATE,7764
WESTERN CAPE,CAPE TOWN,WELCOME,7764
WESTERN CAPE,CAPE TOWN,WEST PARK,7800
WESTERN CAPE,CAPE TOWN,WESTLAKE,7945
WESTERN CAPE,CAPE TOWN,WESTRIDGE,8001
WESTERN CAPE,CAPE TOWN,WETTON,7780
WESTERN CAPE,CAPE TOWN,WHEATFIELD ESTATE,7780
WESTERN CAPE,CAPE TOWN,WHITBRIDGE ISLAND,7441
WESTERN CAPE,CAPE TOWN,WHITNEY GREEN,7441
WESTERN CAPE,CAPE TOWN,WILLOWGLADE,7800
WESTERN CAPE,CAPE TOWN,WINDERMERE,7405
WESTERN CAPE,CAPE TOWN,WINDSOR ESTATE,7800
WESTERN CAPE,CAPE TOWN,WITTEBOME,7800
WESTERN CAPE,CAPE TOWN,WOLTEMADE,7405
WESTERN CAPE,CAPE TOWN,WOODDALE ESTATE,7800
WESTERN CAPE,CAPE TOWN,WOODLANDS PARK,7780
WESTERN CAPE,CAPE TOWN,WOODLANDS,7785
WESTERN CAPE,CAPE TOWN,WOODSTOCK UPPER,7925
WESTERN CAPE,CAPE TOWN,WOODSTOCK,7925
WESTERN CAPE,CAPE TOWN,WYNBERG,7800
WESTERN CAPE,CAPE TOWN,WYNDOVER,7775
WESTERN CAPE,CAPE TOWN,YORKSHIRE ESTATE,7780
WESTERN CAPE,CAPE TOWN,YOUNGSFIELD,8001
WESTERN CAPE,CAPE TOWN,YSTERPLAAT AIRBASE,7405
WESTERN CAPE,CAPE TOWN,YSTERPLAAT,7405
WESTERN CAPE,CAPE TOWN,ZANDVLEI,7945
WESTERN CAPE,CAPE TOWN,ZERILDA PARK,7945
WESTERN CAPE,CAPE TOWN,ZONNEBLOEM,7925
WESTERN CAPE,CAPE TOWN,ZORGVLIET,7405
WESTERN CAPE,CAPE TOWN,ZWAANSWYK ESTATE,7945
WESTERN CAPE,CAPE TOWN,ZWAANSWYK,7945
WESTERN CAPE,CAPE TOWN,ZWARTDAM,7764
WESTERN CAPE,CARLITZDORP,CARLITZDORP,6660
WESTERN CAPE,CEDERBERG,CEDERBERG,8136
WESTERN CAPE,CEDERBERG,LOUIS ROOD,8136
WESTERN CAPE,CERES,BELLA VISTA,6835
WESTERN CAPE,CERES,CERES,6835
WESTERN CAPE,CERES,KOUE BOKKEVELD,6836
WESTERN CAPE,CERES,WHITE CITY,6835
WESTERN CAPE,CHATSWORTH,CHATSWORTH,7300
WESTERN CAPE,CHATSWORTH,GROENE RIVIER,7300
WESTERN CAPE,CITRUSDAL,CITRUSDAL,7340
WESTERN CAPE,CLANWILLIAM,CLANWILLIAM,8135
WESTERN CAPE,CLANWILLIAM,LEIPOLDTVILLE,8122
WESTERN CAPE,CLANWILLIAM,SANDBERG,8121
WESTERN CAPE,CLANWILLIAM,WUPPERTAL,8138
WESTERN CAPE,DARLING,DARLING,7345
WESTERN CAPE,DARLING,GREENVILLE,7345
WESTERN CAPE,DARLING,NUWEDORP,7345
WESTERN CAPE,DE DOORNS,DE DOORNS,6875
WESTERN CAPE,DURBANVILLE,ALPHEN RISE,7550
WESTERN CAPE,DURBANVILLE,AMANDA GLEN,7550
WESTERN CAPE,DURBANVILLE,AURORA ESTATE,7550
WESTERN CAPE,DURBANVILLE,AURORA,7550
WESTERN CAPE,DURBANVILLE,AVENUE HEIGHTS,7550
WESTERN CAPE,DURBANVILLE,BERGZICHT,7550
WESTERN CAPE,DURBANVILLE,BRENTWOOD PARK,7550
WESTERN CAPE,DURBANVILLE,DURBAN VILLAS,7550
WESTERN CAPE,DURBANVILLE,DURBANVALE,7550
WESTERN CAPE,DURBANVILLE,DURBANVILLE COUNTRY ESTATE,7550
WESTERN CAPE,DURBANVILLE,DURBANVILLE HILLS,7550
WESTERN CAPE,DURBANVILLE,DURBANVILLE MEADOWS,7550
WESTERN CAPE,DURBANVILLE,DURBANVILLE,7550
WESTERN CAPE,DURBANVILLE,DURBELL,7550
WESTERN CAPE,DURBANVILLE,DURMONTE,7550
WESTERN CAPE,DURBANVILLE,EAST ROCK,7550
WESTERN CAPE,DURBANVILLE,EVERGLEN,7550
WESTERN CAPE,DURBANVILLE,EVERSDAL HEIGHTS,7550
WESTERN CAPE,DURBANVILLE,EVERSDAL,7550
WESTERN CAPE,DURBANVILLE,FAIRTREES,7550
WESTERN CAPE,DURBANVILLE,FISANTEKRAAL,7550
WESTERN CAPE,DURBANVILLE,FLORODALE,7550
WESTERN CAPE,DURBANVILLE,GLENDALE,7550
WESTERN CAPE,DURBANVILLE,GLENNIE,7550
WESTERN CAPE,DURBANVILLE,GOEDEMOED,7550
WESTERN CAPE,DURBANVILLE,GRAANENDAL,7550
WESTERN CAPE,DURBANVILLE,HALALI,7550
WESTERN CAPE,DURBANVILLE,HIGH PLACES,7550
WESTERN CAPE,DURBANVILLE,KENEVER,7550
WESTERN CAPE,DURBANVILLE,KENRIDGE ESTATE,7550
WESTERN CAPE,DURBANVILLE,KENRIDGE HEIGHTS,7550
WESTERN CAPE,DURBANVILLE,KENRIDGE,7550
WESTERN CAPE,DURBANVILLE,LANGEBERG HILLS,7550
WESTERN CAPE,DURBANVILLE,LANGEBERG RAND,7550
WESTERN CAPE,DURBANVILLE,LANGEBERG VILLAGE,7550
WESTERN CAPE,DURBANVILLE,LANGEBERG,7550
WESTERN CAPE,DURBANVILLE,MON REPOS,7550
WESTERN CAPE,DURBANVILLE,MORNINGSTAR,7550
WESTERN CAPE,DURBANVILLE,MOSSELBANK,7550
WESTERN CAPE,DURBANVILLE,NERINA,7550
WESTERN CAPE,DURBANVILLE,NEWTOWN,7550
WESTERN CAPE,DURBANVILLE,ONZE MOLEN,7550
WESTERN CAPE,DURBANVILLE,PARKVIEW VILLAGE,7550
WESTERN CAPE,DURBANVILLE,PINEHURST ESTATE,7550
WESTERN CAPE,DURBANVILLE,PINEHURST,7550
WESTERN CAPE,DURBANVILLE,PROTEAVILLE,7550
WESTERN CAPE,DURBANVILLE,ROSENDAL,7550
WESTERN CAPE,DURBANVILLE,RUITERSHOOGTE,7550
WESTERN CAPE,DURBANVILLE,SCHOONGEZICHT,7550
WESTERN CAPE,DURBANVILLE,SKILPADVLEI,7550
WESTERN CAPE,DURBANVILLE,SONSTRAAL EAST,7550
WESTERN CAPE,DURBANVILLE,SONSTRAAL HEIGHTS,7550
WESTERN CAPE,DURBANVILLE,SONSTRAAL,7550
WESTERN CAPE,DURBANVILLE,TARA,7550
WESTERN CAPE,DURBANVILLE,THE CREST,7550
WESTERN CAPE,DURBANVILLE,THE HILLS,7550
WESTERN CAPE,DURBANVILLE,UITZICHT ESTATES,7550
WESTERN CAPE,DURBANVILLE,UITZICHT PROPER,7550
WESTERN CAPE,DURBANVILLE,UITZICHT,7570
WESTERN CAPE,DURBANVILLE,VALMARY PARK,7550
WESTERN CAPE,DURBANVILLE,VERGESIG,7550
WESTERN CAPE,DURBANVILLE,VERONA,7550
WESTERN CAPE,DURBANVILLE,VIERLANDEN,7550
WESTERN CAPE,DURBANVILLE,VILLAGE CLOSE,7550
WESTERN CAPE,DURBANVILLE,VYGEBOOM,7550
WESTERN CAPE,DURBANVILLE,WELGEVONDEN ESTATE,7550
WESTERN CAPE,DURBANVILLE,WELLWAY PARK EAST,7550
WESTERN CAPE,DURBANVILLE,WELLWAY PARK WEST,7500
WESTERN CAPE,DURBANVILLE,WELLWAY PARK,7550
WESTERN CAPE,DURBANVILLE,WIJNZICHT,7550
WESTERN CAPE,EERSTE RIVER,EERSTE RIVER,7100
WESTERN CAPE,EERSTERIVIER,BEVERLY PARK,7100
WESTERN CAPE,EERSTERIVIER,BLACKHEATH,7100
WESTERN CAPE,EERSTERIVIER,CLAIREWOOD,7100
WESTERN CAPE,EERSTERIVIER,CONDOR PARK,7100
WESTERN CAPE,EERSTERIVIER,DELFT,7100
WESTERN CAPE,EERSTERIVIER,DEVON PARK VILLAGE,7100
WESTERN CAPE,EERSTERIVIER,DEVON PARK,7100
WESTERN CAPE,EERSTERIVIER,EERSTERIVIER,7100
WESTERN CAPE,EERSTERIVIER,FOREST PARK,7100
WESTERN CAPE,EERSTERIVIER,FOREST VILLAGE,7100
WESTERN CAPE,EERSTERIVIER,HAMILTON ESTATE,7100
WESTERN CAPE,EERSTERIVIER,HEATHER PARK,7100
WESTERN CAPE,EERSTERIVIER,HILLCREST HEIGHTS,7100
WESTERN CAPE,EERSTERIVIER,HILLVIEW,7100
WESTERN CAPE,EERSTERIVIER,HOUGHTON PLACE,7100
WESTERN CAPE,EERSTERIVIER,KLEINVLEI,7100
WESTERN CAPE,EERSTERIVIER,MELTON ROSE,7100
WESTERN CAPE,EERSTERIVIER,PENHILL ESTATE,7100
WESTERN CAPE,EERSTERIVIER,PENHILL,7100
WESTERN CAPE,EERSTERIVIER,PERM GARDENS,7100
WESTERN CAPE,EERSTERIVIER,PINE PLACE,7100
WESTERN CAPE,EERSTERIVIER,ROSEDALE,7100
WESTERN CAPE,EERSTERIVIER,RUSSELS REST,7100
WESTERN CAPE,EERSTERIVIER,RUSTDAL,7100
WESTERN CAPE,EERSTERIVIER,SILWOOD HEIGHTS,7100
WESTERN CAPE,EERSTERIVIER,STRATFORD GREEN,7100
WESTERN CAPE,EERSTERIVIER,STRATFORD PARK,7100
WESTERN CAPE,EERSTERIVIER,STRATFORD,7100
WESTERN CAPE,EERSTERIVIER,THE CONNIFERS,7100
WESTERN CAPE,EERSTERIVIER,WESTMINISTER PARK,7100
WESTERN CAPE,ELANDS BAY,ELANDS BAY,8110
WESTERN CAPE,ELSIES RIVER,ADRIAANSE,7490
WESTERN CAPE,ELSIES RIVER,AVON,7490
WESTERN CAPE,ELSIES RIVER,AVONWOOD,7490
WESTERN CAPE,ELSIES RIVER,BALVENIE,7490
WESTERN CAPE,ELSIES RIVER,BELVEDERE,7490
WESTERN CAPE,ELSIES RIVER,CLARKES ESTATE,7490
WESTERN CAPE,ELSIES RIVER,COLORADO,7490
WESTERN CAPE,ELSIES RIVER,CONNAUGHT ESTATE,7490
WESTERN CAPE,ELSIES RIVER,CONNAUGHT,7490
WESTERN CAPE,ELSIES RIVER,CRAVENBY A H,7490
WESTERN CAPE,ELSIES RIVER,CRAVENBY,7490
WESTERN CAPE,ELSIES RIVER,D F MALAN INDUSTRIAL,7490
WESTERN CAPE,ELSIES RIVER,ELNOR ESTATE,7490
WESTERN CAPE,ELSIES RIVER,ELNOR,7490
WESTERN CAPE,ELSIES RIVER,ELSIES RIVER,7490
WESTERN CAPE,ELSIES RIVER,EPPING FOREST ESTATE,7460
WESTERN CAPE,ELSIES RIVER,EPPING FOREST,7490
WESTERN CAPE,ELSIES RIVER,ERICA ESTATE,7490
WESTERN CAPE,ELSIES RIVER,EUREKA ESTATE,7490
WESTERN CAPE,ELSIES RIVER,EUREKA,7490
WESTERN CAPE,ELSIES RIVER,FLORIDA ESTATE,7490
WESTERN CAPE,ELSIES RIVER,LEONDALE,7490
WESTERN CAPE,ELSIES RIVER,LOUWS BUSH,7490
WESTERN CAPE,ELSIES RIVER,MODDERDAM,7490
WESTERN CAPE,ELSIES RIVER,MONTANA,7490
WESTERN CAPE,ELSIES RIVER,NORWOOD ESTATE,7490
WESTERN CAPE,ELSIES RIVER,NORWOOD,7490
WESTERN CAPE,ELSIES RIVER,RIVERTON,7490
WESTERN CAPE,ELSIES RIVER,SALBERAU,7490
WESTERN CAPE,ELSIES RIVER,THE RANGE,7490
WESTERN CAPE,ELSIES RIVER,UITSIG,7655
WESTERN CAPE,ELSIES RIVER,WERKGENOT,7490
WESTERN CAPE,FISH HOEK,CAPRI VILLAGE,7975
WESTERN CAPE,FISH HOEK,CAPRI,7945
WESTERN CAPE,FISH HOEK,CLOVELLY,7975
WESTERN CAPE,FISH HOEK,CROFTERS VALLEY,7975
WESTERN CAPE,FISH HOEK,FAERIE KNOWE,7975
WESTERN CAPE,FISH HOEK,FISH HOEK,7975
WESTERN CAPE,FISH HOEK,HAZELWOOD,7975
WESTERN CAPE,FISH HOEK,IMHOFFS GIFT,7975
WESTERN CAPE,FISH HOEK,KALK BAY,7975
WESTERN CAPE,FISH HOEK,MISTY CLIFFS,7975
WESTERN CAPE,FISH HOEK,SEESIG,7977
WESTERN CAPE,FISH HOEK,SILVERGLADE,7975
WESTERN CAPE,FISH HOEK,ST JAMES,7945
WESTERN CAPE,FISH HOEK,SUN VALLEY,7975
WESTERN CAPE,FISH HOEK,SUNNYDALE,7975
WESTERN CAPE,FISH HOEK,VALYLAND,7978
WESTERN CAPE,FRANSCHHOEK,DELTACREST,7690
WESTERN CAPE,FRANSCHHOEK,FRANSCHHOEK,7690
WESTERN CAPE,FRANSCHHOEK,GROENDAL,7690
WESTERN CAPE,FRANSCHHOEK,LA MOTTE,7690
WESTERN CAPE,GANSBAAI,BAARDSKEERDERSBOS,7271
WESTERN CAPE,GANSBAAI,BLOMPARK,7220
WESTERN CAPE,GANSBAAI,DANGER POINT,7220
WESTERN CAPE,GANSBAAI,DE KELDERS,7220
WESTERN CAPE,GANSBAAI,FRANSKRAAL,7220
WESTERN CAPE,GANSBAAI,GANSBAAI,7220
WESTERN CAPE,GANSBAAI,KLEINBAAI,7220
WESTERN CAPE,GANSBAAI,KLIPFONTEIN,7220
WESTERN CAPE,GANSBAAI,PEARLY BEACH,7220
WESTERN CAPE,GANSBAAI,PERLEMOENBAAI,7220
WESTERN CAPE,GANSBAAI,UILENKRAALSMOND,7220
WESTERN CAPE,GENADENDAL,GENADENDAL,7234
WESTERN CAPE,GEORGE,ANDERSONVILLE,6529
WESTERN CAPE,GEORGE,BALLOTS BAY,6529
WESTERN CAPE,GEORGE,BALLOTS VIEW,6529
WESTERN CAPE,GEORGE,BERGSIG,6529
WESTERN CAPE,GEORGE,BLANCO,6529
WESTERN CAPE,GEORGE,BLOMMEKLOOF,6529
WESTERN CAPE,GEORGE,BLUE MOUNTAIN VILLAGE,6529
WESTERN CAPE,GEORGE,BO DORP,6529
WESTERN CAPE,GEORGE,BORCHARDS,6529
WESTERN CAPE,GEORGE,BOS EN DAL,6529
WESTERN CAPE,GEORGE,BOTHA STRAND,6529
WESTERN CAPE,GEORGE,CAMPHERSDRIFT,6529
WESTERN CAPE,GEORGE,CENTRAL,6529
WESTERN CAPE,GEORGE,CONVILLE,6529
WESTERN CAPE,GEORGE,DELVILLE,6529
WESTERN CAPE,GEORGE,DELVILLEPARK,6529
WESTERN CAPE,GEORGE,DENNEOORD,6529
WESTERN CAPE,GEORGE,DENVER PARK,6529
WESTERN CAPE,GEORGE,DIE BULT,6530
WESTERN CAPE,GEORGE,DORMEHLSDRIFT,6529
WESTERN CAPE,GEORGE,DUTTONS COVE,6529
WESTERN CAPE,GEORGE,EASTERN & EXT,6530
WESTERN CAPE,GEORGE,EASTERN,6529
WESTERN CAPE,GEORGE,EDEN,6529
WESTERN CAPE,GEORGE,FANCOURT GARDENS,6529
WESTERN CAPE,GEORGE,FANCOURT HOTEL & COUNTRY EST,6529
WESTERN CAPE,GEORGE,FERN RIDGE,6529
WESTERN CAPE,GEORGE,FERNRIDGE,6529
WESTERN CAPE,GEORGE,GEELHOUTBOOM,6529
WESTERN CAPE,GEORGE,GENEVAFONTEIN,6529
WESTERN CAPE,GEORGE,GEORGE CENTRAL,6529
WESTERN CAPE,GEORGE,GEORGE EAST,6529
WESTERN CAPE,GEORGE,GEORGE INDUSTRIAL,6529
WESTERN CAPE,GEORGE,GEORGE SOUTH,6529
WESTERN CAPE,GEORGE,GEORGE,6529
WESTERN CAPE,GEORGE,GLEN BARRIE,6529
WESTERN CAPE,GEORGE,GLENTANA,6529
WESTERN CAPE,GEORGE,GLENWOOD,6529
WESTERN CAPE,GEORGE,GOLF PARK,6529
WESTERN CAPE,GEORGE,GROENEWEIDE PARK,6529
WESTERN CAPE,GEORGE,GWAING,6529
WESTERN CAPE,GEORGE,HANSMOESKRAAL,6529
WESTERN CAPE,GEORGE,HEATHER PARK,6529
WESTERN CAPE,GEORGE,HEATHERLANDS,6529
WESTERN CAPE,GEORGE,HEROLD,6615
WESTERN CAPE,GEORGE,HEROLDS BAY,6529
WESTERN CAPE,GEORGE,KING GEORGE PARK,6529
WESTERN CAPE,GEORGE,KINGSWOOD GOLF ESTATE,6529
WESTERN CAPE,GEORGE,KINGSWOOD,6529
WESTERN CAPE,GEORGE,KRAAIBOSCH,6530
WESTERN CAPE,GEORGE,LANGKLOOF,1046
WESTERN CAPE,GEORGE,LAVALIA,6529
WESTERN CAPE,GEORGE,LAWAAIKAMP,6542
WESTERN CAPE,GEORGE,LOERIE PARK,6529
WESTERN CAPE,GEORGE,LOERIE,6529
WESTERN CAPE,GEORGE,MOLEN DRIFT,6537
WESTERN CAPE,GEORGE,MONTANA,6529
WESTERN CAPE,GEORGE,OFF CALEDON,6529
WESTERN CAPE,GEORGE,OUBAAI,6529
WESTERN CAPE,GEORGE,PACALTSDORP,6529
WESTERN CAPE,GEORGE,PANORAMA,6529
WESTERN CAPE,GEORGE,PARKDENE,6529
WESTERN CAPE,GEORGE,PROTEA PARK,6529
WESTERN CAPE,GEORGE,ROOI RIVIER RIF,6529
WESTERN CAPE,GEORGE,ROSEMOOR,6529
WESTERN CAPE,GEORGE,SANDKRAAL,6529
WESTERN CAPE,GEORGE,SEA VIEW,6529
WESTERN CAPE,GEORGE,SINKSA BRIDGE,6535
WESTERN CAPE,GEORGE,SINKSABRUG,6535
WESTERN CAPE,GEORGE,THEMBALETHU,6529
WESTERN CAPE,GEORGE,TWEE RIVIEREN,6529
WESTERN CAPE,GEORGE,URBANVILLE,6529
WESTERN CAPE,GEORGE,VICTORIA BAY,6529
WESTERN CAPE,GEORGE,VICTORIA HEIGHTS,6529
WESTERN CAPE,GEORGE,WABOOMSKRAAL,6529
WESTERN CAPE,GEORGE,WATSONDORP,6529
WESTERN CAPE,GOODWOOD,AKASIA PARK,7460
WESTERN CAPE,GOODWOOD,ARCADIA PARK,7460
WESTERN CAPE,GOODWOOD,ARCADIA,7460
WESTERN CAPE,GOODWOOD,ELSIES RIVER INDUSTRIAL,7460
WESTERN CAPE,GOODWOOD,GLENWOOD,7460
WESTERN CAPE,GOODWOOD,GOODWOOD CENTRAL,7460
WESTERN CAPE,GOODWOOD,GOODWOOD ESTATE,7460
WESTERN CAPE,GOODWOOD,GOODWOOD PARK,7460
WESTERN CAPE,GOODWOOD,GOODWOOD WEST,7460
WESTERN CAPE,GOODWOOD,GOODWOOD,7460
WESTERN CAPE,GOODWOOD,MONTE VISTA,7460
WESTERN CAPE,GOODWOOD,N1 CITY,7460
WESTERN CAPE,GOODWOOD,PALM PARK,7460
WESTERN CAPE,GOODWOOD,PLATTEKLOOF GLEN,7460
WESTERN CAPE,GOODWOOD,RAYMOND ESTATE,7460
WESTERN CAPE,GOODWOOD,RICHMOND ACRES,7460
WESTERN CAPE,GOODWOOD,RICHMOND ESTATE,7460
WESTERN CAPE,GOODWOOD,RICHMOND,7460
WESTERN CAPE,GOODWOOD,RUYTERWACHT,7460
WESTERN CAPE,GOODWOOD,THE ACRES,7460
WESTERN CAPE,GOODWOOD,THORNTON,7460
WESTERN CAPE,GOODWOOD,TOWNSEND ACRES,7460
WESTERN CAPE,GOODWOOD,TOWNSEND ESTATE,7460
WESTERN CAPE,GOODWOOD,TYGERDAL,7460
WESTERN CAPE,GOODWOOD,VASCO ACRES,7460
WESTERN CAPE,GOODWOOD,VASCO ESTATE,7460
WESTERN CAPE,GOODWOOD,VRIJZEE,7460
WESTERN CAPE,GOODWOOD,WINGFIELD RADIO,7460
WESTERN CAPE,GORDONS BAY,ADMIRALS PARK,7150
WESTERN CAPE,GORDONS BAY,ANCHORAGE PARK,7150
WESTERN CAPE,GORDONS BAY,CENTRAL,7150
WESTERN CAPE,GORDONS BAY,DOBSON,7150
WESTERN CAPE,GORDONS BAY,FAIRVIEW GOLF ESTATE,7150
WESTERN CAPE,GORDONS BAY,FIRLANDS,7150
WESTERN CAPE,GORDONS BAY,GORDONS BAY,7150
WESTERN CAPE,GORDONS BAY,HARBOUR ISLAND,7150
WESTERN CAPE,GORDONS BAY,MANSFIELD,7150
WESTERN CAPE,GORDONS BAY,MOUNTAINSIDE,7150
WESTERN CAPE,GORDONS BAY,ONVERWACHT,7150
WESTERN CAPE,GORDONS BAY,TEMPERANCE TOWN,7150
WESTERN CAPE,GORDONS BAY,WINSLOW,7150
WESTERN CAPE,GOURITSMOND,GOURITSMOND,6696
WESTERN CAPE,GRAAFWATER,GRAAFWATER,8120
WESTERN CAPE,GRABOUW,ELGIN,7160
WESTERN CAPE,GRABOUW,GRABOUW,7160
WESTERN CAPE,GRABOUW,PINEVIEW,7160
WESTERN CAPE,GRASSY PARK,GRASSY PARK,8001
WESTERN CAPE,GRASSY PARK,ZEEKOEIVLEI,7945
WESTERN CAPE,GREYTON,GREYTON,7233
WESTERN CAPE,GROOTDRINK,GARIEPWATER,8822
WESTERN CAPE,HARTENBOS,BAYVIEW,6500
WESTERN CAPE,HARTENBOS,HARTENBOS HEUWELS,6500
WESTERN CAPE,HARTENBOS,HARTENBOS,6500
WESTERN CAPE,HARTENBOS,MENKENKOP,6500
WESTERN CAPE,HARTENBOS,SEEMEEU PARK,6500
WESTERN CAPE,HEIDELBERG,ASKRAAL,6667
WESTERN CAPE,HEIDELBERG,HEIDELBERG,6665
WESTERN CAPE,HEIDELBERG,WHITE SANDS,6761
WESTERN CAPE,HERMANUS,ARABELLA,7200
WESTERN CAPE,HERMANUS,BENGUELA COVE,7200
WESTERN CAPE,HERMANUS,BERGHOF,7200
WESTERN CAPE,HERMANUS,CHANTECLAIR,7200
WESTERN CAPE,HERMANUS,EASTCLIFF,7200
WESTERN CAPE,HERMANUS,FERNKLOOF,7200
WESTERN CAPE,HERMANUS,FISHERHAVEN,7200
WESTERN CAPE,HERMANUS,GLEN FRUIN,7200
WESTERN CAPE,HERMANUS,HAWSTON,7200
WESTERN CAPE,HERMANUS,HEMEL & AARDE,7200
WESTERN CAPE,HERMANUS,HERMANUS HEIGHTS,7200
WESTERN CAPE,HERMANUS,HERMANUS,7200
WESTERN CAPE,HERMANUS,INDUSTRIA,7200
WESTERN CAPE,HERMANUS,KWAAIWATER,7200
WESTERN CAPE,HERMANUS,LEOPARD ROCK,7200
WESTERN CAPE,HERMANUS,MEERENBOSCH,7200
WESTERN CAPE,HERMANUS,NORTHCLIFF,7200
WESTERN CAPE,HERMANUS,ONRUS RIVER,7201
WESTERN CAPE,HERMANUS,SANDBAAI,7200
WESTERN CAPE,HERMANUS,STANFORD,7210
WESTERN CAPE,HERMANUS,VERMONT,7220
WESTERN CAPE,HERMANUS,VOELKLIP,7203
WESTERN CAPE,HERMANUS,WESTCLIFF,7200
WESTERN CAPE,HOPEFIELD,HOPEFIELD,7355
WESTERN CAPE,HOUT BAY,BAVIAANSKLOOF,7800
WESTERN CAPE,HOUT BAY,BAY MEWS,7800
WESTERN CAPE,HOUT BAY,BEACH CLUB,7800
WESTERN CAPE,HOUT BAY,BEACH ESTATE,7806
WESTERN CAPE,HOUT BAY,BERG EN DAL,7806
WESTERN CAPE,HOUT BAY,BLACKWOOD DRIVE,7800
WESTERN CAPE,HOUT BAY,BLUE VALLEY,7800
WESTERN CAPE,HOUT BAY,BOKKEMANSKLOOF,7806
WESTERN CAPE,HOUT BAY,GREENACRES,7800
WESTERN CAPE,HOUT BAY,HANGING MEADOWS,7800
WESTERN CAPE,HOUT BAY,HELGARDA ESTATE,7800
WESTERN CAPE,HOUT BAY,HILLCREST,7800
WESTERN CAPE,HOUT BAY,HOUT BAY HARBOUR,7806
WESTERN CAPE,HOUT BAY,HOUT BAY HEIGHTS ESTATE,7800
WESTERN CAPE,HOUT BAY,HOUT BAY HEIGHTS,7800
WESTERN CAPE,HOUT BAY,HOUT BAY,7800
WESTERN CAPE,HOUT BAY,HUGHENDEN,7800
WESTERN CAPE,HOUT BAY,KENROCK COUNTRY ESTATE,7800
WESTERN CAPE,HOUT BAY,KLEINLEEUWKOPPIE,7800
WESTERN CAPE,HOUT BAY,KRONENZICHT,7800
WESTERN CAPE,HOUT BAY,LLANDUDNO,7800
WESTERN CAPE,HOUT BAY,LONGKLOOF,7800
WESTERN CAPE,HOUT BAY,MOUNT RHODES,7800
WESTERN CAPE,HOUT BAY,NORTH OAKS,7800
WESTERN CAPE,HOUT BAY,NORTHSHORE,7800
WESTERN CAPE,HOUT BAY,OAKHURST ESTATE,7800
WESTERN CAPE,HOUT BAY,OUDESCHIP ESTATE,7800
WESTERN CAPE,HOUT BAY,OVERKLOOF,7800
WESTERN CAPE,HOUT BAY,PENZANCE ESTATE,7800
WESTERN CAPE,HOUT BAY,RIVERSIDE TERRACE,7800
WESTERN CAPE,HOUT BAY,RUYTERPLAATS,7800
WESTERN CAPE,HOUT BAY,SCOTT ESTATE,7800
WESTERN CAPE,HOUT BAY,SHANGRILA,7800
WESTERN CAPE,HOUT BAY,STONEYBROOKE ESTATE,7800
WESTERN CAPE,HOUT BAY,TARRAGONA,7800
WESTERN CAPE,HOUT BAY,THE MEADOWS,7800
